RegionName,State,Metro,CountyName,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03
Fontana,CA,Riverside,San Bernardino,286250,289000,289000,289900,299949.5,309900,316850,320000,330000,333500,325000,330000,317000,319900,339900,330000,325000,339900,347500,349900,349925,345750,340051,347200,345000,346500,349250,344999.5,349000,349950,350000,359500,359000,359900,359900,360000,357620,355000,353000,357995,359900
Fort Myers,FL,Fort Myers,Lee,187900,193950,190000,195000,189900,199000,199500,2.00E+05,199900,199900,204900,209900,210000,209900,222000,222000,227000,228900,225000,223177,224000,221845,217900,229900,235000,239000,239900,239900,239000,239900,239500,239800,239500,237500,239000,242500,248800,247500,244900,245000,244900
Knoxville,TN,Knoxville,Knox,129900,129900,129900,129900,134900,135750,139900,139900,139900,139200,139000,137250,135000,134500,129900,133400,137200,147000,155000,150000,149900,150000,155000,150000,149950,147450,145000,144900,149900,159900,165000,167500,169900,172900,175000,175000,174900,175000,175000,179900,185000
Laredo,TX,Laredo,Webb,154000,165000,154000,149900,156200,167250,167000,162750,164900,164950,165000,165450,159250,164900,165000,189250,203990,207990,209500,210000,208990,209245,208990,208990,210990,196990,179900,170000,170000,178000,180000,185000,182000,179900,181500,180000,180000,178718.5,174990,174990,178000
North Las Vegas,NV,Las Vegas,Clark,159900,158000,155450,159900,157000,159600,160000,165000,165900,170000,170000,170000,170000,169888,169988.5,171000,174900,175000,176900,179900,179900,181700,180000,181000,182250,184900,185000,189900,195000,192440,191250,195000,199000,199900,2.00E+05,2.00E+05,204900,204225,205000,210000,214900
Lawrenceville,GA,Atlanta,Gwinnett,155000,145000,148450,149950,159900,162900,165000,171900,174900,169999,171750,174800,171900,168000,172850,175000,179900,179900,180000,182000,184900,188500,189900,185000,189900,189900,190000,187320,189000,194900,196000,199900,204900,2.00E+05,2.00E+05,2.00E+05,2.00E+05,200292,206409,204526,215000
Fremont,CA,San Francisco,Alameda,6.00E+05,629000,649400,675000,680000,699000,699888,705944.5,7.00E+05,699000,718888,719000,730000,729900,699444,724925,767000,775000,750000,799000,799000,799000,789000,799000,799000,799950,849994.5,846000,874944,870001,879974.5,899000,899000,891990,882500,869888,869000,865000,899000,899000,899999
Fayetteville,NC,Fayetteville,Cumberland,,,194000,192400,189500,189900,189900,189900,189900,189999,187900,174400,179725,187900,189900,197900,174995,178900,183900,187150,174900,170000,185000,174900,171900,169900,171900,184900,184950,189999.5,189900,204999,194999,199900,199950,195000,195500,204900,196449.5,193000,188900
Springfield,MO,Springfield,Greene,115900,114900,119900,119900,117250,119900,119900,124900,124700,119900,119250,117900,119900,119900,119900,124900,125000,129900,129250,125000,125000,124900,124900,124900,119900,119000,114900,114900,119900,120000,123500,123250,119900,119900,116000,124900,119990,120900,119900,122000,126950
Arlington,VA,Washington,Arlington,,,,,,,,,,,,,,,,,,,,,,549000,549900,550000,549000,549900,539768.5,522449.5,559900,599900,6.00E+05,599450,599900,559900,549000,569000,595000,6.00E+05,599900,625000,675000
Irving,TX,Dallas-Fort Worth,Dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000,325500,324990,339000,329000,330000,339500,349900,329000,349500,324950,339900,349950
Gilbert,AZ,Phoenix,Maricopa,279000,279900,275000,279000,279900,284900,285000,283000,280707,285695,285245,289994.5,289900,285000,289900,291990,295000,299900,299990,3.00E+05,296990,3.00E+05,299999,299900,305000,299999,305000,299900,305000,305000,305450,310000,310000,310000,311990,314000,315000,315000,314999.5,321275,322500
Scottsdale,AZ,Phoenix,Maricopa,535000,540000,548950,537500,525000,525000,524700,510000,499900,499000,509000,529000,525000,525000,540000,550000,549000,549000,550000,561286.5,537750,549000,565000,574900,569000,574650,569000,575000,575000,575000,574900,574564,549900,534900,549000,559000,568250,579000,589000,594950,599000
Rochester,NY,Rochester,Monroe,,,,,,,,,,,,,,,,,59900,55500,59900,59900,59000,57000,54900,53900,49900,49900,49900,49600,49900,54900,54900,57450,59900,62900,55000,59900,59900,55000,54400,53700,59900
Winston-Salem,NC,Winston-Salem,Forsyth,129500,129500,129500,134600,138900,139900,139900,139900,136500,137900,135000,134900,133000,129900,134850,139000,139900,139900,142500,142250,140000,140000,140000,139000,139000,140000,138990,139000,145000,150000,154000,149900,149900,149900,148500,145000,144700,149500,146900,149900,159900
Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,710000,739000,732450,729444,739000,753990,759000,755495,766225,769694,759000,752300,769000,739000,750000,765878,778000,779999,798400,809350,793400,809995,815000,839000,814995,846281,845640.5,839990,819950,799999,810000,825000,838000,835900,836250,859888,859900,868800,879900,899000,899000
Richmond,VA,Richmond,Richmond City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000,205400,209500,214900,199500,204475,224995,219900,212450,209000,207000,219000,225000
Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,349900,349900,340000,339000,349000,350000,349000,349900,334900,339900,335000,349000,349000,349000,349900,349000,349900,344788,344644,344900,349000,349000,349000,349900,349999,350000,350000,359999,369000,375000,375000,379900,384000,384000,387900,397442,390000,389000,385000,390000,399000
Oxnard,CA,Ventura,Ventura,416494,419000,424000,439450,430000,429000,449000,449000,444000,448900,432500,429450,419000,404807.5,419000,412500,419000,425000,450000,449900,450000,450000,445000,449900,439000,440000,450225,470000,463150,465000,459900,480000,490000,495000,490000,481950,487500,489000,488328,489000,506950
Bradenton,FL,North Port-Sarasota-Bradenton,Manatee,215000,222900,224900,224900,234900,239900,236703,217450,239990,246900,254900,263995,258599.5,255000,262245,275000,265000,257810,266950,274900,277990,282945,279000,282900,289900,289900,289900,282990,293135,295000,295000,289990,293000,290000,297500,299990,304990,303999,318490,319099,318500
Montgomery,AL,Montgomery,Montgomery,129900,129900,125000,129999.5,129000,129900,132250,135000,134900,129900,129000,124900,127432,119900,129500,129900,129900,132250,124900,124900,122900,124000,129000,123875,120000,119900,121950,119000,120000,124900,126450,125000,122000,119900,117700,114900,113899,114000,113900,114900,118900
Santa Rosa,CA,Santa Rosa,Sonoma,459000,454495,430000,435000,427250,430000,448500,459000,459000,459450,450000,448000,465000,457000,475000,485000,497500,499900,503000,510000,519000,517000,514900,519975,545985,549000,529250,529000,535000,549000,550000,559450,549974.5,575000,545000,552475,557000,569000,553930,569000,581250
Des Moines,IA,Des Moines,Polk,109900,109900,107625,109000,109900,111900,112500,114900,114650,110000,110000,109900,109900,108000,107500,109900,110000,112700,110000,110000,111500,114900,115000,115000,112680,110000,109900,112000,115000,118750,120000,124900,125000,124900,124700,123900,120000,121370,120000,124900,124900
Reno,NV,Reno,Washoe,257000,254997.5,250000,254700,259995,268000,288000,292500,289500,289900,299000,295900,292990,297300,297000,305000,305000,324900,333077.5,329900,336900,344990,336900,340000,340000,339900,329995,335000,335000,344900,360000,365000,359900,355000,354600,355000,350000,359950,358950,354450,359900
Spokane,WA,Spokane,Spokane,149900,149000,143250,144990,149900,155000,159900,160000,160000,161700,159900,159900,148500,139900,142000,155000,158500,164900,170000,169900,169900,169000,159900,159900,159000,152900,150000,154975,164900,169000,170000,175000,175000,175000,168500,165000,165000,160000,159000,164900,175000
Augusta,GA,Augusta,Richmond,99900,99900,95000,95000,99900,103000,99900,103900,104900,99900,92500,93000,89900,89900,89900,90000,94900,92000,89900,94900,95000,99000,99000,95000,91950,93000,97500,94450,91650,89900,89900,91900,89900,90000,89900,89500,89000,89900,91745,92000,93750
Tacoma,WA,Seattle,Pierce,174250,175000,166000,169950,179250,185000,184900,194975,199000,199950,195000,194500,175000,164900,179900,189950,198000,199950,2.00E+05,210497.5,204950,209950,208950,2.00E+05,199950,199000,194970,199950,209700,219000,219950,225000,229000,230000,229925,229000,224900,219950,219250,224900,239000
Grand Rapids,MI,Grand Rapids,Kent,89900,85900,86900,92900,94900,97900,99900,99900,99900,94900,95000,95000,95291,89900,89900,93000,94900,97700,103450,106000,104500,104900,104900,103400,105000,103900,104900,105450,114900,119900,124900,128950,129500,129900,129900,128500,127900,119900,119900,125900,133950
Oceanside,CA,San Diego,San Diego,419000,425000,429000,419000,425000,437000,425000,439000,439900,435000,435000,424949.5,425000,415000,429000,445000,449900,449900,465000,444950,459000,460000,465000,450000,459000,459999,470000,479000,475000,498000,498800,499000,495000,489000,489000,495000,485000,489900,499000,499000,499000
Gainesville,FL,Gainesville,Alachua,144999.5,149900,149900,154900,168700,169900,170000,169000,168950,169900,164900,160000,159900,159900,160000,163900,169900,172000,169900,169900,169250,169500,168000,169000,174500,168500,169900,179900,189700,189900,195000,190900,184900,189900,199250,199000,189637.5,189900,192250,198500,213450
Woodbridge,VA,Washington,Prince William,296130,295000,299000,299000,304490,304490,309974.5,306490,309000,308490,299800,295900,299900,299900,298900,295000,304900,305000,315000,309998,304437.5,309900,314900,310000,3.00E+05,3.00E+05,313900,309400,315000,325000,329340,331400,326000,325000,324900,319900,310000,314000,316537.5,317995,324950
Ocala,FL,Ocala,Marion,104500,109900,109900,110250,113000,119000,117000,115900,119900,120000,121900,129500,125000,124900,129900,137900,135900,139000,145000,145000,145000,149900,155900,154000,159900,163250,164900,159900,159900,160888,159900,159900,153500,154900,159000,155000,158900,159900,159900,159900,162000
Glendale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,625000,649000,619000,539500,582000,599000,599500,615000,609000,599000,599000,599000,595000,599000,599000,599900,629000,629000,642500,647000,629000,625000,619916,619916,649000,649000,649000,699000,735000,749000,749000,780000,749000,749000,749000,749000,728500,697000,699900,727000,749000
Boise,ID,Boise City,Ada,199900,199900,197500,199999,202825,217900,214900,214700,209900,209900,209900,209900,207990,211950,215000,214945,216990,224900,224798.5,225000,229900,227700,235000,239000,240000,239900,239900,235000,237500,245000,250000,253321,249990,240995,248945,245000,248000,239900,249000,259900,264000
Greenville,SC,Greenville,Greenville,159900,154900,157500,159900,168446,174900,184500,185000,187000,180000,179900,178225,179900,178650,179500,182500,189900,195000,196900,196900,208139.5,197350,214000,216425,218450,219000,219900,224900,234700,239900,239491,244900,235000,235450,249450,249900,254900,262000,249000,255000,274900
Birmingham,AL,Birmingham,Jefferson,70000,72250,70000,74500,78900,79900,83250,87900,87900,80000,77750,77000,69900,69000,68000,69900,75450,79900,87500,87500,79099.5,73950,70500,69900,69900,68950,59975,59900,64950,69949.5,69900,69900,68500,64950,65900,67000,69900,69000,65900,74950,79900
Salt Lake City,UT,Salt Lake City,Salt Lake,275000,265000,260603.5,259000,269900,290000,294000,299900,299700,299900,299900,295000,278950,280900,294510,295000,299000,309900,329900,329450,344900,344900,335000,325000,320000,315000,320000,329000,350000,351600,369000,369000,364950,365000,358900,359000,359900,347450,339900,335000,369450
Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,689000,695000,675000,679450,699900,699900,699000,719900,730000,729000,749000,729000,709999,695000,689450,704499.5,715000,719500,748944,759000,768500,750000,749450,769450,769900,765450,759000,754500,758500,795000,795000,799000,795000,787000,779000,799000,799000,812449.5,799777,809450,807000
Akron,OH,Akron,Summit,59900,63750,63500,62900,63500,64675,64900,65000,64900,64500,62500,59900,57000,54900,54250,54900,55400,59900,59900,59900,59994.5,59900,59900,59900,59900,59900,59900,59900,59900,61250,62900,61549.5,59999,59900,59900,59900,61838.5,62043,62000,62900,64900
Rockford,IL,Rockford,Winnebago,69900,69900,68000,69900,69900,74000,77950,79900,79900,78950,78000,78000,75000,74900,74900,74656.5,74000,74900,79500,79900,82500,79900,79900,79900,79900,79900,78000,76950,79900,79900,84350,84900,84900,86500,87700,84900,83400,79000,74995,79000,80000
Salinas,CA,Salinas,Monterey,424000,427000,4.00E+05,379000,398900,398500,414500,419000,416000,418000,425000,425000,409500,409750,427950,417625,410000,410000,421975,438400,440000,435000,439900,449000,442450,435000,440000,430000,439950,459900,459950,475000,477000,460000,479000,475000,475000,465000,465000,459000,460000
Worcester,MA,Worcester,Worcester,189000,187250,178500,185000,185000,194737,199900,199000,199000,194900,189900,189900,189900,189900,192000,189000,189900,194700,199900,199900,2.00E+05,2.00E+05,2.00E+05,199900,199900,195000,189900,189900,194900,2.00E+05,209850,209700,204950,209900,207500,205000,2.00E+05,199900,199000,199900,215000
Moreno Valley,CA,Riverside,Riverside,235000,236450,235950,239000,239900,240000,245000,249000,250000,255000,255000,249900,245500,245000,250000,254900,254900,259900,265000,265000,265000,269999,275000,279000,275600,270000,270000,279700,279900,284999,289000,289945,289900,289994.5,293700,289900,290000,289998.5,290000,295000,295000
Little Rock,AR,Little Rock,Pulaski,159900,157500,157000,159900,160000,165000,164500,165000,168500,169000,165000,163000,165700,164500,163000,159700,159900,162000,174900,175000,174900,165000,155300,161000,163500,158900,160000,159900,165900,169000,169500,172500,172700,175000,169900,169500,168000,163000,162450,168000,174900
Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,140300,144800,142950,149000,149900,150750,154900,159900,164500,164900,165000,169900,172900,175000,179000,181900,184900,185400,184900,184900,185000,189900,199000,198700,199900,199900,2.00E+05,209900,209900,214000,214900,214900,215000,219900,219999,222000,225900,224900,225000,224900,225000
Brownsville,TX,Brownsville,Cameron,129500,129000,129000,128174.5,134000,135000,135000,130000,129900,129900,127900,125000,119750,125450,127950,129450,125000,135000,132900,129900,129900,129000,134000,134000,129900,125000,125000,130000,134900,139900,138900,138500,139947.5,137800,134500,134500,132900,132900,134900,134900,134900
Providence,RI,Providence,Providence,150000,149250,141300,150000,159900,175000,188487.5,179000,169900,169000,165000,164900,165000,159900,159000,159000,159900,175750,174900,169950,170000,169900,169000,165000,159900,154900,158900,159000,169000,184900,199000,187500,184950,179000,174999,179900,179900,179000,175000,179900,199000
Amarillo,TX,Amarillo,Potter,137000,137000,139900,138000,145000,147900,148500,149900,149000,147250,148950,149250,149500,149900,152500,155000,159900,164250,165000,165000,165000,161500,162850,161000,159999,159900,160000,164900,159950,170950,175000,184500,185000,179900,175000,169900,169950,172950,167900,168250,169500
Lancaster,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,185000,189000,184450,185000,189900,199000,195000,199000,199000,199900,199000,195000,189900,184645,185000,194250,195000,199500,205000,210900,212000,217000,215000,214900,215000,213000,219900,218000,229000,234895,239500,240000,249150,250000,254900,249900,249900,249900,249990,249990,249999
